4,4,4,4,4,4,4,4,4,95,95,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,95,95,95,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,46,76,76,76,76,76,4,15,15,4,17,17,17,17,17,17,46,4,4,17,17,17,17,17,17,46,4,15,15,15,4,55,55,17,17,17,46,4,15,15,23,23,23,23,23,23,23,15,15,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15,15,48,48,48,48,48,48,48,15,4,
4,4,54,76,76,76,76,55,4,15,15,4,17,17,17,17,17,17,54,4,4,17,17,17,17,17,17,54,4,15,15,15,4,17,17,17,17,17,54,4,15,15,23,23,23,23,23,23,23,15,15,48,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,48,15,15,48,9,9,9,9,48,48,15,4,
4,4,76,76,76,76,76,76,90,15,15,4,55,55,17,17,17,17,17,4,4,55,55,17,17,17,17,17,4,15,15,15,4,17,17,17,17,17,17,4,15,15,23,23,23,23,23,23,23,15,15,48,9,30,30,9,30,30,9,30,30,9,30,30,9,30,30,9,48,15,15,48,9,9,9,48,48,15,15,4,
4,4,76,76,76,76,76,76,90,15,15,4,4,4,89,89,89,4,4,4,4,4,4,89,89,89,4,4,4,15,15,15,4,89,89,4,4,4,89,4,15,15,23,23,23,23,23,23,23,15,15,48,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,48,15,15,48,9,9,48,48,15,15,77,4,
4,4,46,76,76,76,76,76,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,4,89,4,15,15,15,15,15,15,15,15,15,15,15,48,9,30,30,9,30,30,9,30,30,9,30,30,9,30,30,9,48,15,15,48,9,48,48,15,15,77,13,4,
4,4,54,76,76,76,76,76,4,15,15,15,15,15,15,15,15,15,15,15,15,15,4,4,4,4,4,4,4,15,15,15,4,89,89,4,4,4,89,4,15,15,48,48,48,48,48,48,48,15,15,48,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,48,15,15,48,81,48,15,15,39,13,15,104,
4,4,4,4,4,4,4,4,4,15,15,73,73,73,73,73,73,73,73,73,15,15,4,55,17,17,17,17,4,15,15,15,4,17,17,17,17,17,17,4,15,15,48,30,30,30,30,30,48,15,15,48,48,48,48,51,48,48,51,48,48,51,48,48,51,48,48,48,48,15,15,15,15,15,15,39,13,15,15,104,
4,4,4,4,4,4,4,4,4,15,15,73,77,77,65,65,65,77,77,73,15,15,90,17,17,17,17,46,4,15,15,15,4,17,17,17,17,17,46,4,15,15,48,30,30,30,30,30,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,39,13,15,15,15,104,
4,4,46,17,17,17,17,17,4,15,15,73,65,65,65,25,26,27,65,73,15,15,90,17,17,17,17,54,4,15,15,15,4,55,55,17,17,17,54,4,15,15,48,48,48,81,48,48,48,15,15,18,18,15,48,48,81,48,48,15,77,77,77,77,77,77,77,77,77,77,77,15,15,39,13,15,15,15,15,104,
